;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
6482;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;294;400;340;427;4
6483;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;190;486;222;513;2
6484;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;142;238;192;276;2
6485;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;213;116;249;154;7
6486;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;61;157;98;185;2
6487;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;190;36;233;67;6
6488;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;43;325;78;362;3
6489;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;130;139;171;179;4
6490;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;213;347;254;372;5
6491;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;252;248;284;279;7
6492;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;212;438;238;467;6
6493;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;371;388;405;420;4
6494;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600049_temp.jpg;group50600;465;349;498;382;2
6495;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;490;118;537;159;3
6496;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;312;0;360;45;4
6497;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;304;0;341;32;5
6498;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;283;199;313;231;6
6499;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;138;93;169;124;7
6500;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000062_temp.jpg;group44000;430;236;453;283;2
6501;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;105;478;129;518;3
6502;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;170;519;213;553;3
6503;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;360;269;390;329;4
6504;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;498;284;528;334;4
6505;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;484;400;524;437;2
6506;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;424;465;458;499;2
6507;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;327;396;399;429;5
6508;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;227;201;277;236;5
6509;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;137;67;170;102;7
6510;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000063_temp.jpg;group44000;372;164;405;197;7
6511;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;131;386;168;429;3
6512;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;21;393;61;433;3
6513;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;86;125;143;149;4
6514;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;45;132;75;173;2
6515;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;509;447;539;491;5
6516;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;573;242;600;267;7
6517;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000064_temp.jpg;group44000;322;43;349;70;7
6518;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;248;86;281;128;3
6519;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;421;472;446;541;4
6520;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;479;376;508;433;3
6521;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;504;190;540;223;2
6522;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;424;127;454;183;2
6523;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;226;0;265;36;5
6524;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;189;469;217;510;6
6525;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000065_temp.jpg;group44000;145;27;182;50;7
6526;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;187;45;217;102;3
6527;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;171;270;214;299;3
6528;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;338;132;380;160;2
6529;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;274;247;325;279;5
6530;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;538;281;581;316;6
6531;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;513;354;574;382;7
6532;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000066_temp.jpg;group44000;418;199;459;232;2
6533;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;135;197;170;232;3
6534;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;226;365;262;411;3
6535;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;399;316;423;359;4
6536;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;329;90;371;135;4
6537;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;346;180;380;223;2
6538;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;83;155;116;186;2
6539;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;215;228;244;257;6
6540;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000067_temp.jpg;group44000;236;52;266;84;7
6541;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;217;267;259;320;3
6542;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;428;27;518;53;4
6543;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;255;332;285;368;2
6544;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;167;378;206;405;5
6545;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;415;91;448;123;6
6546;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000068_temp.jpg;group44000;538;45;567;74;7
6547;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;110;204;153;233;3
6548;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;499;124;537;166;3
6549;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;283;114;307;160;4
6550;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;183;259;209;298;2
6551;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;185;92;216;144;5
6552;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;155;28;190;68;6
6553;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000069_temp.jpg;group44000;268;167;304;197;7
6554;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;131;125;168;166;3
6555;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;324;197;368;240;4
6556;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;301;126;339;156;2
6557;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;203;147;238;183;5
6558;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;185;80;219;112;6
6559;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;491;303;521;340;7
6560;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000070_temp.jpg;group44000;503;188;533;225;2
6561;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;224;321;264;369;3
6562;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;51;330;93;373;4
6563;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;29;417;57;455;2
6564;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;351;383;379;419;2
6565;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;372;390;400;422;6
6566;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;526;512;554;538;2
6567;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000072_temp.jpg;group44000;569;527;599;554;7
6568;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;164;277;191;327;3
6569;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;77;299;109;371;4
6570;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;240;410;279;457;3
6571;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;378;244;437;279;2
6572;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;326;378;364;434;5
6573;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;570;151;622;203;6
6574;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000073_temp.jpg;group44000;176;464;217;527;7
6575;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;253;201;284;247;3
6576;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;127;445;164;497;3
6577;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;142;172;182;223;4
6578;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;156;48;194;90;2
6579;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;491;79;523;116;2
6580;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;500;243;534;276;6
6581;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000074_temp.jpg;group44000;368;301;401;331;7
6582;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;325;241;356;295;3
6583;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;51;179;78;221;3
6584;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;28;289;70;317;4
6585;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;225;403;254;445;2
6586;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;348;258;378;290;2
6587;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;253;471;305;503;5
6588;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;203;37;232;68;6
6589;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000075_temp.jpg;group44000;538;394;570;425;7
6590;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;61;143;89;192;3
6591;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;202;218;275;299;4
6592;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;428;111;473;146;2
6593;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;536;35;576;70;5
6594;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;338;47;373;77;7
6595;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000076_temp.jpg;group44000;442;474;480;512;2
6596;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;223;258;269;283;3
6597;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;395;0;440;46;3
6598;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;107;71;165;126;4
6599;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;87;304;137;350;2
6600;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;242;138;278;195;5
6601;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;462;129;494;161;6
6602;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_test.jpg;.\data\deep_pcb_tangsali5201\group44000/44000/44000077_temp.jpg;group44000;384;150;434;196;7
